Date,Wind Speed,PM 2.5
2026-02-12,0.0985,14.053725490196078
2026-02-13,1.0962916666666667,22.6829375
2026-02-14,1.9709375,35.83663194444444
2026-02-15,1.5946944444444446,34.25209722222222
2026-02-16,1.7325763888888888,44.806159722222226
2026-02-17,2.0361944444444444,38.521881944444445
2026-02-18,1.260201388888889,41.375479166666665
2026-02-19,1.0174583333333334,48.214333333333336
2026-02-20,0.8481527777777778,46.03029166666666
2026-02-21,1.6110208333333333,48.84497222222222
2026-02-22,1.7592013888888889,43.68385416666667
2026-02-23,1.9947986111111113,41.926493055555554
2026-02-24,2.776277777777778,38.93703472222222
2026-02-25,1.4202083333333333,43.892
2026-02-26,1.3111041666666667,46.13238888888889
2026-02-27,1.472701388888889,30.883256944444444
2026-02-28,2.0254166666666666,9.669805555555556
2026-03-01,1.8045555555555555,16.33414583333333
2026-03-02,1.9112152777777778,22.961909722222224
2026-03-03,1.5525833333333332,34.063604166666664
2026-03-04,1.5799722222222221,39.61781944444445
2026-03-05,1.910638888888889,45.64660416666667
2026-03-06,1.4807916666666667,39.180958333333336
2026-03-07,1.0157847222222223,26.428118055555554
2026-03-08,1.2742847222222222,32.80804861111111
2026-03-09,1.0467499999999998,39.99247916666666
2026-03-10,1.6158680555555556,29.961583333333333
2026-03-11,0.9156736111111111,32.164402777777774
2026-03-12,1.1378263888888889,42.888687499999996
2026-03-13,1.2327569444444444,52.72541666666667
2026-03-14,0.9834722222222223,36.20572222222222
2026-03-15,1.143625,38.15047916666667
2026-03-16,1.5290416666666669,42.62159027777778
2026-03-17,2.5078125,28.464583333333334
2026-03-18,2.331541666666667,19.535381944444445
2026-03-19,2.738541666666667,23.48356944444444
2026-03-20,2.816333333333333,30.536381944444443
2026-03-21,2.2920694444444445,36.99788888888889
2026-03-22,2.821034722222222,36.244590277777775
2026-03-23,3.246486111111111,32.19547222222222
2026-03-24,3.068222222222222,32.71611111111111
2026-03-25,2.8384444444444443,31.2255625
2026-03-26,2.6871041666666664,37.527972222222225
2026-03-27,3.3340763888888887,38.350319444444445
2026-03-28,2.9817638888888887,40.47454166666667
2026-03-29,2.951548611111111,31.660125
2026-03-30,2.7889583333333334,28.461979166666666
2026-03-31,2.478458333333333,26.737229166666665
2026-04-01,2.7900625,36.44503472222222
2026-04-02,3.049784722222222,31.140458333333335
2026-04-03,3.6630507296733845,35.193349548297434
2026-04-04,2.8651319444444443,44.85663888888889
2026-04-05,2.4024930555555555,47.3685
2026-04-06,2.5695900490539594,44.14592852137351
2026-04-07,2.2921388888888887,43.962270833333335
2026-04-08,2.7595694444444447,44.702729166666664
2026-04-09,2.485777166437414,46.0261348005502
2026-04-10,3.0764207650273225,33.074316939890714
2026-04-11,2.6203333333333334,37.946979166666665
2026-04-12,2.5500208333333334,39.610645833333336
2026-04-13,2.7405347222222223,32.34604166666667
2026-04-14,2.388951388888889,42.23694444444444
2026-04-15,2.552798611111111,39.79239583333334
2026-04-16,2.8968479776847977,39.02221757322176
2026-04-17,3.2049374999999998,38.361041666666665
2026-04-18,2.695048611111111,35.72454861111111
2026-04-19,3.3873611111111113,33.97089583333333
2026-04-20,3.2010277777777776,33.86254861111111
2026-04-21,3.1266597222222225,37.88140277777778
2026-04-22,3.1088055555555556,39.160048611111115
2026-04-23,3.6601041666666667,36.2606875
2026-04-24,3.1130694444444442,29.450750000000003
2026-04-25,1.7762222222222224,28.00861805555556
2026-04-26,1.803576388888889,30.845590277777777
2026-04-27,3.0901876302988183,25.47398888116748
2026-04-28,3.0519930555555557,16.680187500000002
2026-04-29,2.658444444444444,32.788020833333334
2026-04-30,1.766534722222222,29.843111111111114
2026-05-01,1.7205694444444444,29.6815625
2026-05-02,1.9288194444444444,27.925236111111108
2026-05-03,2.1879305555555555,17.81663888888889
2026-05-04,1.7712916666666665,19.215020833333334
2026-05-05,1.4616875,15.660895833333333
2026-05-06,1.3883611111111112,32.140819444444446
2026-05-07,1.8010910354412786,23.483293954134815
2026-05-08,0.7277136900625435,25.222230715774845
2026-05-09,0.9103819444444444,43.05832638888889
2026-05-10,0.8143194444444444,29.255069444444448
2026-05-11,1.4615,21.454923611111113
2026-05-12,1.5802361111111112,20.243131944444446
2026-05-13,2.080439330543933,6.783884239888424
2026-05-14,1.256994680851064,6.719401595744681
